tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
2018-07-06,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. H. Riih no.48c,Petukangan Utara,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-06,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cipulir VI No.13/14,Cipulir,Kebayoran Lama,Kota Administrasi Jakarta Selatan,2,75000000,2018-07-01
2018-07-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Permata Mutiara,Tugu selatan,Koja,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kampung Bandan,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-06,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Gunung Sahar Raya No.65,Gunung Sahari Selatan,Kemayoran,Kota Administrasi Jakarta Pusat,0,20000000,2018-07-01
2018-07-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tipar Cakung,Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-06,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Kawasan Silang Monas,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-06,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Sepanjang Jl. Kramat Raya Dan Jl. Salemba Raya,Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Angsana No.8,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,2,450000000,2018-07-01
2018-07-07,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Datang,Jl. Raya Pasar Minggu ander pas,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-06,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Cakung Cilincing,Semper Timur,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Poso No.1,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-07,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Kramat Bunder (Underpass Senen),Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Raya Bekasi - Cakung,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pluit Dalam,Penjaringan,Penjaringan,Kota Administrasi Jakarta Utara,1,100000000,2018-07-01
2018-07-07,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Benyamin Sueb (JIExpo Kemayoran),Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Sumur Batu Raya,Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,10000000,2018-07-01
2018-07-07,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Kalideres Permai, Blok. E4, No. 12",Kalideres,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kyai Caringin (RS. Tarakan),Cideng,Gambir,Kota Administrasi Jakarta Pusat,0,5000000,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Sumatra, No. 85 (PT. KAHO INDAH CITRA GARMEN)",Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,150000000,2018-07-01
2018-07-07,Penyelamatan,Bencana Transportasi (operasi penyelamatan Transportasi).,Masyarakat Telepon,Jl. Pagujaten Raya,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-07,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Mampang Prapatan Raya, No. 3",Pela Mampang,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Masjid II, No. 7",Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Melawai 9, No. 15",Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,50000000,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Siaga 4,Halim Perdana Kusuma,Makasar,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pantai Indah Utara (PT. Inira Sakti),Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,15000000,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Akses Green Garden,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-07,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Pondok Bandung, No. 28",Kota Bambu Utara,Palmerah,Kota Administrasi Jakarta Barat,2,550000000,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kebon 200,Kamal,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Rempo, Kebon Mangga 3",Cipulir,Kebayoran Lama,Kota Administrasi Jakarta Selatan,1,300000000,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Medan Merdeka Barat, No. 8",Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,2000000000,2018-07-01
2018-07-18,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Jaha,Kalisari,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-18,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Kramat Pulo Dalam 2, Gg.19",Kramat,Senen,Kota Administrasi Jakarta Pusat,0,300000,2018-07-01
2018-07-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Taman Palem Lestari,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-18,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Komplek YONZIKON 13,Srengseng sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-18,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Rusun Marunda Blok.B,Marunda,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-18,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Boulevard Timur Kav.88,Kelapa Gading Timur,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-18,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Jatipadang III, Gg.Jaani",Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pelepah Raya Titik Kenal Gudang,kelapa gading barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,200000000,2018-07-01
2018-07-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Duri Selatan Gg.Y,Duri Selatan,Tambora,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-19,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Kawasan Bundara HI (Grebek Bersih),Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-19,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Benyamin Sueb (Wisma Atlet Kemayoran),Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-19,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Kramat Raya, No. 67 (Sekolah Fransiskus)",Kramat,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-19,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Jend. Sudirman, Kav. 44 - 46",Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-19,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Jl. Cikini Raya,Cikini,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-19,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Pusat Industri Kecil, Blok C, No. 51",Penggilingan,Cakung,Kota Administrasi Jakarta Timur,1,0,2018-07-01
2018-07-19,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Telepon,Jl. Sentra Primer Timur (Apartemen Sentra Timur),Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-19,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Tangki Lio, No. 5",Tangki,Tamansari,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-19,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Tanah Abang 1, Gg. Kaji, No. 26 (Lahan PT. Parmorin)",Petojo Selatan,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Percetakan Negara Raya,Rawasari,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-20,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Percetakan Negara IVA, Blok E, No. 14",Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,1,3000000,2018-07-01
2018-07-20,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kemang Selatan VIII (Indomaret Kemang Selatan),Bangka,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,4000000,2018-07-01
2018-07-20,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kampung Pulo,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,1,1000000,2018-07-01
2018-07-20,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.H.Muhayang,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,1,200000000,2018-07-01
2018-07-20,Penyelamatan,Bencana penanganan B3 (operasi penyelamatan B3),Petugas Pemadam,Jl.Boulevard Raya Blok LC G No.47,kelapa gading barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-21,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Raden Saleh,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-21,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Pademangan IV Gg.31,Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,10,50000000,2018-07-01
2018-07-20,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Istana Negara,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-20,Bantuan Operasi,Kerja Bakti,Petugas Instansi Lain,Wisma Atlit,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-20,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,PRJ,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-21,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Cemara No.141 Gg.6,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-08,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Petugas Instansi Lain,Jl.Boulevard Barat Raya,kelapa gading barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Panglima Polim raya,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,50000000,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Kawasan Komplek PIK,Lapangan Tanah Merah",Penggilingan,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Kampung Bandan ( Hotel 1001 ),Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Kelapa Gading Nias,kelapa gading barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,60000000,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Ampera Raya.Gg.Rini,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Basoka Raya,Ciledug,Ciledug,Kota Tangerang,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl.H.Amar,Komplek.Permata Timur 1",Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Asoka ( Titik Kenal MTs 08 ),Duri kosambi,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Pintu Keluar Tol Uki,Cililitan,Kramat Jati,Kota Administrasi Jakarta Timur,0,125000000,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Praja Dalam F.H.Hindun No.11,Kebayoran Lama Selatan,Kebayoran Lama,Kota Administrasi Jakarta Selatan,2,50000000,2018-07-01
2018-07-08,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kayu Manis Timur 11,Utan Kayu Utara,Matraman,Kota Administrasi Jakarta Timur,3,5000000,2018-07-01
2018-07-08,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Jl.Kramat Kwitang,Kwitang,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-08,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Telepon,Jl.Lapangan ( Pos Serdang ),Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-09,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Komplek Bina Marga 2,Jl.Swakersa V",Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Perum Griya Loka Residence,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-09,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pancoran Barat III,Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Pantai Kuta balai rakyat,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-09,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Sumur Batu Raya No.3,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-09,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kamboja Npo.45,Kota Bambu Utara,Palmerah,Kota Administrasi Jakarta Barat,9,350000000,2018-07-01
2018-07-09,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Benyamin Sueb,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Swadaya I No.34-35,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,2,150000000,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Patra Kuningan XIII No.1,Kuningan Barat,Mampang Prapatan,Kota Administrasi Jakarta Selatan,2,30000000,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Kapten Tendean, No. 38",Kuningan Barat,Mampang Prapatan,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. H. Dogol, No. 19",Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,1,50000000,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Nangka, Gg. Langgar, No. 83",Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,2,90000000,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pendidikan II (Denzipur III),Cijantung,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-10,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Pendidikan No. 25,Pulogadung,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Palem I,Petukangan Utara,Pesanggrahan,Kota Administrasi Jakarta Selatan,1,2500000,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Kebagusan III Melati No. 42,Kebagusan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,5000000,2018-07-01
2018-07-10,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-10,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Harapan Mulia X,harapan mulia,Kemayoran,Kota Administrasi Jakarta Pusat,0,500000,2018-07-01
2018-07-10,Penyelamatan,Operasi Penyelamatan Lainnya,Petugas Instansi Lain,Jl. Medan Merdeka Barat No. 8,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-10,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tongkol dalam,ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-11,Kebakaran,Bencana Kebakaran,Masyarakat Datang,jl. Pluit karang cantik 12 blok C 37,Pluit,Penjaringan,Kota Administrasi Jakarta Utara,0,180000000,2018-07-01
2018-07-11,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tongkol dalam,ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Mangga Besar Raya No.73,Tangki,Tamansari,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-11,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl.Pancoran Barat 3,Pancoran,Pancoran,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Tirtayasa Raya No.6,Melawai,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-11,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Warung Jati Barat ( Samping Mall Pejaten Village ),Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-11,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Istora Senayan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-12,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Bunga Rampai III No.200,Malaka Jaya,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-12,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Malaka IV,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-12,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl Siaga Baru 1,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-12,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl Tipar Cakung,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,10000000,2018-07-01
2018-07-12,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl Cengkareng Drain,rawa buaya,Cengkareng,Kota Administrasi Jakarta Barat,0,1500000,2018-07-01
2018-07-12,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mardani raya no 2,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,1000000,2018-07-01
2018-07-12,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Gandaria,pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-12,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Teluk Langsat 3 blokc No 8 Kav Al,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-12,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Muara Bahari 1 Gg. Swadaya No 33A,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-12,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Jl. Wijaya II no 120,Pulo,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-13,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Petamburan V,Petamburan,Tanah Abang,Kota Administrasi Jakarta Pusat,3,150000000,2018-07-01
2018-07-13,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Jl. Delta Serdang, No. 8",Serdang,Kemayoran,Kota Administrasi Jakarta Pusat,0,500000,2018-07-01
2018-07-13,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,"Jl. Raya Pondok Kopi, Blok W, No. 1",Pondok Kopi,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-13,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Fachrudin ( Belakang Posko H. Lulung ),Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-13,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Kresek,Duri kosambi,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-13,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Perum Citra V,Kamal,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Bisma Raya,Papanggo,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kramat Lontar Gg.V No.68E,Kramat,Senen,Kota Administrasi Jakarta Pusat,5,500000000,2018-07-01
2018-07-14,Penyelamatan,Bencana pada Ketinggian (operasi penyelamatan Beda Ketinggian),Masyarakat Telepon,Jl.Pondok Cabe Raya ( Gedung Wisma 2 ),Pamulang,Pamulang,Kota Tangerang Selatan,0,0,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Menteng Trenggulung,Menteng,Menteng,Kota Administrasi Jakarta Pusat,70,1000000000,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Jengki,Kebon Pala,Makasar,Kota Administrasi Jakarta Timur,6,850000000,2018-07-01
2018-07-14,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Raya Poncol Ciracas ( PT.Gunung Mas ),Ciracas,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Taman Alfa Indah Blok B,Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,3000000,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Tambak ( Trowongan ),Manggarai,Tebet,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Joglo Raya ( SMA Yadika ),Joglo,Kembangan,Kota Administrasi Jakarta Barat,0,30000000,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Boulevard Raya No.9 ( Perumahan Grand Permata ),Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,1,15000000,2018-07-01
2018-07-14,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Plaza Barat GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-14,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl.Benyamin Sueb,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-14,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Pegudangan Daan Mogot Kav 21,rawa buaya,Cengkareng,Kota Administrasi Jakarta Barat,0,10000000,2018-07-01
2018-07-15,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Garuda Mas IV Blok D3 No.21,Tanjung Barat,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-07-01
2018-07-15,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Sumur Bor No.23,Kalideres,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-07-01
2018-07-15,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tipar Cakung No.18,Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-07-01
2018-07-15,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Johar Baru No.27,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-15,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Jati Bunder III,Kebon Kacang,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-15,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Gambir Expo Kemayoran,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-15,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,Istora Senayan,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-07-01
2018-07-16,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Ancol Selatan,Sunter Agung,Tanjung Priok,Kota Administrasi Jakarta Utara,25,250000000,2018-07-01
