tanggal,jenis_kejadian_bencana,keterangan_jkb,sumber_informasi,alamat_kejadian,kelurahan,kecamatan,wilayah,kerugian_jumlah_kk,taksiran_kerugian,periode_data
2018-02-08,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Astawana,Bale Kambang,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-08,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Masjid Al-Ikhwan,Kampung Mester/Melayu,Jatinegara,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-08,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Manggarai Utara II,Manggarai,Tebet,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-08,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Shibi,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-08,Penyelamatan,Pengendalian Hewan,Petugas Instansi Lain,Jl.Malaka IV,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-08,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Jeruk Purut,Cilandak Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-08,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Komplek Perumahan Duta Mas,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,1000000,2018-02-01
2018-02-09,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Srengseng Sawah,Srengseng Sawah,Jagakarsa,Kota Administrasi Jakarta Selatan,3,380000000,2018-02-01
2018-02-08,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Budi Kemulian No 12,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-08,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,"Jl.Prajurit Kko,Prapatan Samping Marinir",Senen,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-08,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Wisma Atlet,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-15,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Hadiah Utama Kavling POLRI,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-15,Penyelamatan,Pohon Tumbang,Petugas Pemadam,Jl. Raya Mangga Dua Depan ITC Mangga Dua,Ancol,Pademangan,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-15,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,"Sekolah Maria Josept, Jl. Pegangsaan Dua",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-15,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,"Sekolah Yakobus, Jl. Pegangsaan Dua",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-15,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Petugas Pemadam,Cakung Drain Titik Kenal Kali Sepatan,Rorotan,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-15,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Wijaya Raya,Pejagalan,Penjaringan,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-15,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Panglima Polim Raya,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,400000000,2018-02-01
2018-02-15,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Johar Baru Utara I,Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-16,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Underpass Gandhi,Kemayoran,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-16,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl. Tanjung Pura 4 Kp. Koang,Pegadungan,Kalideres,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-16,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Gor Ragunan,Ragunan,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-16,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Komplek Bahrul Ulum,Marunda,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-16,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Masyarakat Datang,JL. PLN ( Kantor sektor Damkar Klp Gading ),Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-16,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tabah 1,Kelapa Gading Barat,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-16,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Medan Merdeka Selatan,Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pademangan 2 Gg 26,Pademangan Timur,Pademangan,Kota Administrasi Jakarta Utara,1,0,2018-02-01
2018-02-17,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Panarukan ( Taman Panarukan ),Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Medan Merdeka Selatan No 10 ( Gedung SDM ),Gambir,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Jl.Percetakan Negara No 736,Cempaka Putih Barat,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Karang Pulo Dalam,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-17,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Komplek Hankam,Pondok Labu,Cilandak,Kota Administrasi Jakarta Selatan,0,5000000,2018-02-01
2018-02-17,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.PuloBuaran Raya ( Belakang Yamaha Music ),Jatinegara,Cakung,Kota Administrasi Jakarta Timur,0,10000000,2018-02-01
2018-02-17,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Prancis Komp Pantai Indah Dadap Blok CN No 41,Dadap,Tangerang,Kabupaten Tangerang,0,3000000000,2018-02-01
2018-02-17,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Percetakan Negara II ( Baseman gedung UKM ),Johar Baru,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Setadion GBK,Gelora,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-17,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Wisma Atlet,Kebon Kosong,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Ulujami,Ulujami,Pesanggrahan,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-18,Penyelamatan,Pohon Tumbang,Masyarakat Datang,Depan Kantor Kelurahan Pulau Tidung,Pulau Tidung,Kep. Seribu Selatan,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-18,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Pemadam,RW.1 Kelurahan Benhil,Bendungan Hilir,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-18,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Jl. Tanah Tinggi Barat No.5,Bungur,Senen,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-18,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. DEPNAKER,Pinang Ranti,Makasar,Kota Administrasi Jakarta Timur,0,50000000,2018-02-01
2018-02-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Gandaria I, SDN II Pekayon",Pekayon,Pasar Rebo,Kota Administrasi Jakarta Timur,0,80000000,2018-02-01
2018-02-18,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. TOL Dalam Kota,Tomang,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,635000000,2018-02-01
2018-02-18,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Damai 74 No.106,Cipedak,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. TOL Jakarta - Cikampek Arah Bekasi km.6,Bekasi,Bekasi,Kota Bekasi,0,60000000,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Taruna Jaya Gg. Swakarya No.18,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mengkudu Gg. I Blok M No.15,Lagoa,Koja,Kota Administrasi Jakarta Utara,0,2000000,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. Kebon Kelapa,Utan Kayu Selatan,Matraman,Kota Administrasi Jakarta Timur,0,1500000,2018-02-01
2018-02-19,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,Jl. Budi Murni,Cipayung,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-19,Penyelamatan,Pohon Tumbang,Masyarakat Telepon,"Jl. Kayu Tinggi, No. 36",Cakung Timur,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Salemba Tengah 1,Paseban,Senen,Kota Administrasi Jakarta Pusat,0,1500000000,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. K.H. Agus Salim, No. 64",Gondangdia,Menteng,Kota Administrasi Jakarta Pusat,0,3000000,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl. H. Junaedi No. 44,Palmerah,Palmerah,Kota Administrasi Jakarta Barat,1,20000000,2018-02-01
2018-02-19,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,"Jl. Bakti ABRI, No. 48",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Pondok Gede Raya (Komplek Pondok Gede Indah),Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,0,10000000,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Taruma Negara, Blok R7, No. 10 (Komp. Bea Cukai)",Sukapura,Cilincing,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Pulo Jahe (Pool Arion),Jatinegara,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-19,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl. Pegangsaan Dua, No. 12",Pegangsaan Dua,Kelapa Gading,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-19,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Tol Andara,Pondok Labu,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. H. saud ( Gili Samping ),Kebon Jeruk,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-20,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,"Jl. Rawa selatan 1, Gg. Quista VI, No. 11",Galur,Johar Baru,Kota Administrasi Jakarta Pusat,8,300000000,2018-02-01
2018-02-20,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Batu Ampar No 63 A,Batu Ampar,Kramat Jati,Kota Administrasi Jakarta Timur,1,300000000,2018-02-01
2018-02-20,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl.Rawa Selatan I ( RPTRA KOMANDO ),Kampung Rawa,Johar Baru,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Raya Ceger No 57,Ceger,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-20,Penyelamatan,Bencana pada Air (operasi penyelamatan pada Air),Masyarakat Datang,Jl.Kampung Baru No 200,Kembangan Utara,Kembangan,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-20,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kaja II,Kelapa Dua Wetan,Ciracas,Kota Administrasi Jakarta Timur,0,300000,2018-02-01
2018-02-20,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Jati Bunder Rw.14,Kebon Melati,Tanah Abang,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-20,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Jl.Panglima Polim raya No 100-102,Kramat Pela,Kebayoran Baru,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Tol Andara,Cilandak Barat,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-21,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Jati Baru ( Depan Setasiun Tanah Abang ),Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,0,10000000,2018-02-01
2018-02-21,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl.Komplek Perum Long Beach,Kamal Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,10000000,2018-02-01
2018-02-21,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Tebet Timur 1 No 6,Tebet Timur,Tebet,Kota Administrasi Jakarta Selatan,0,2000000,2018-02-01
2018-02-20,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-21,Bantuan Operasi,Kerja Bakti,Petugas Pemadam,Taman Surapati,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-21,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Padamulya Raya,Angke,Tambora,Kota Administrasi Jakarta Barat,1,500000,2018-02-01
2018-02-21,Penyelamatan,Pertolongan Gawat Darurat (Ambulan).,Petugas Instansi Lain,Jl. Palapa,Pasar Minggu,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-21,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Tebet Barat III D No.15,Tebet Barat,Tebet,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-21,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Tuparev Ujung,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,250000,2018-02-01
2018-02-22,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Rawa Bebek,Pulogadung,Pulogadung,Kota Administrasi Jakarta Timur,1,300000000,2018-02-01
2018-02-22,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Selat Burung,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-22,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Cibubur III,Cibubur,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-22,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Giri Kencana,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-22,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl.Fachrudin, Blok. F, No. 9 ( Pasar Tanah Abang )",Kampung Bali,Tanah Abang,Kota Administrasi Jakarta Pusat,0,5000000,2018-02-01
2018-02-22,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Deli Lorong 26,Koja,Koja,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-22,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Mangga Ubi,Kapuk,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-22,Kebakaran,Bencana Kebakaran,Petugas Pemadam,Jl. Cikini Kramat,Pegangsaan,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Wijaya Kusuma Ujung IV,Tangerang,Tangerang,Kota Tangerang,1,2500000,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Mawar Indah No 50,Lebak bulus,Cilandak,Kota Administrasi Jakarta Selatan,0,100000,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Tipar Cakung No 20,Cakung Barat,Cakung,Kota Administrasi Jakarta Timur,0,8000000,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Pondok Kopi Raya VI No 2,Pondok kopi,Duren Sawit,Kota Administrasi Jakarta Timur,0,1000000,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Giri No 27,Kebon Bawang,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Petugas Instansi Lain,Jl.Komplek THI Blok K 2 No 22,Jelambar,Grogol Petamburan,Kota Administrasi Jakarta Barat,0,100000000,2018-02-01
2018-02-23,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Jagakarsa Raya,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-23,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl.Kapuk Raya No 21 - 24,Kapuk Muara,Penjaringan,Kota Administrasi Jakarta Utara,0,2000000,2018-02-01
2018-02-23,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-24,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,"Jl. Siaga III, Gg. Masjid",Cempaka Baru,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-24,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Siaga IV,Cempaka Baru,Kemayoran,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-24,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Mini III,Bambu Apus,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-24,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. H. Nasir,Pondok Rangon,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-24,Penyelamatan,Bencana Bangunan Runtuh (operasi penyelamatan Collapse Structure).,Masyarakat Datang,Jl. Ketapang No.40,Jatipadang,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,35000000,2018-02-01
2018-02-24,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Pulo Mas Barat,Kayu Putih,Pulogadung,Kota Administrasi Jakarta Timur,0,250000,2018-02-01
2018-02-24,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Batu Gang Arab No.18 BB,Pejaten Timur,Pasar Minggu,Kota Administrasi Jakarta Selatan,0,2000000,2018-02-01
2018-02-24,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. H. Dogol I No.17E,Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,1,10000000,2018-02-01
2018-02-25,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. Djuanda II,Kebon Kelapa,Gambir,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-25,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Raya Centex No.71,Ciracas,Ciracas,Kota Administrasi Jakarta Timur,0,500000,2018-02-01
2018-02-26,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Mayang 1,Pondok Kelapa,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-26,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Kemanggisan Utama,Kemanggisan,Palmerah,Kota Administrasi Jakarta Barat,1,1000000000,2018-02-01
2018-02-27,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl.Kampung Utan,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-26,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Nurul Amal Raya,Cengkareng Timur,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-26,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"Jl.Sungai Bambu Raya V,Gg.Kemuning",Sungai Bambu,Tanjung Priok,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-26,Bantuan Operasi,Kerja Bakti,Masyarakat Datang,Pisangan Timur,Pisangan Timur,Pulogadung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-26,Bantuan Operasi,Kesiagaan/Penjagaan,Masyarakat Datang,Gedung KPU,Menteng,Menteng,Kota Administrasi Jakarta Pusat,0,0,2018-02-01
2018-02-27,Kebakaran,Bencana Kebakaran,Masyarakat Datang,"PT. Justus Sakti Raya Corp, Jl. Raya Cakung Cilincing No.99",Semper Barat,Cilincing,Kota Administrasi Jakarta Utara,0,10000000,2018-02-01
2018-02-27,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Toko Isardas, Jl. Pasar Baru, Pertokoan Pasar Baru",Pasar Baru,Sawah Besar,Kota Administrasi Jakarta Pusat,0,2500000000,2018-02-01
2018-02-27,Kebakaran,Bencana Kebakaran,Masyarakat Datang,Jl. Kramat Raya No.57,Pal Meriam,Matraman,Kota Administrasi Jakarta Timur,0,1000000000,2018-02-01
2018-02-27,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Poncol No.17,Gandaria Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-27,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Kampung Kandang,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-28,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Pondok Kopi Ujung,Pondok Kopi,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-28,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cakung Cilincing Barat,Pulo Gebang,Cakung,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-28,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Cempaka Putih Timur,Cempaka Putih Timur,Cempaka Putih,Kota Administrasi Jakarta Pusat,0,1000000,2018-02-01
2018-02-28,Kebakaran,Bencana Kebakaran,Petugas Pemadam,"Jl. Asafiiyah, No. 11",Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,1000000,2018-02-01
2018-02-28,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Tanah Merah 1 Gg. Muhidin,Rambutan,Ciracas,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-28,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Juwet Kp. Dukuh,Dukuh,Kramat Jati,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-28,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl. Taman Duren Sawit,Duren Sawit,Duren Sawit,Kota Administrasi Jakarta Timur,0,0,2018-02-01
2018-02-28,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Rawa Bengkel,Cengkareng Barat,Cengkareng,Kota Administrasi Jakarta Barat,0,0,2018-02-01
2018-02-28,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Alamanda, Kav. DKI Cipayung Blok J 28",Cipayung,Cipayung,Kota Administrasi Jakarta Timur,1,300000000,2018-02-01
2018-02-28,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl. Kebon Besar (Taman Yolanda),Gandaria Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-10,Bantuan Operasi,Kesiagaan/Penjagaan,Petugas Instansi Lain,Jl. Kramat Raya (Masjid Islamic Center),Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-02-20,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Joe Gg.Lahab,Lenteng Agung,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-02-01
2018-02-14,Penyelamatan,Pengendalian Hewan,Masyarakat Datang,Jl.Kampung Beting,Tugu Utara,Koja,Kota Administrasi Jakarta Utara,0,0,2018-02-01
2018-12-05,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.Sepakat X,Cilangkap,Cipayung,Kota Administrasi Jakarta Timur,0,0,2018-12-01
2018-12-05,Penyelamatan,Pengendalian Hewan,Masyarakat Telepon,Jl.M.Kahfi I Gg.Nangka,Jagakarsa,Jagakarsa,Kota Administrasi Jakarta Selatan,0,0,2018-12-01
2018-12-01,Kebakaran,Bencana Kebakaran,Jakarta Siaga 112,Jl. bahari I,Gandaria Selatan,Cilandak,Kota Administrasi Jakarta Selatan,0,0,2018-12-01
2018-12-01,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl. Sadewo ( Dirgantara 1 ),Halim Perdana Kusuma,Makasar,Kota Administrasi Jakarta Timur,0,0,2018-12-01
2018-12-01,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Asri Raya ( Belakang Rutan Wanita Pondok Bambu ),Pondok Bambu,Duren Sawit,Kota Administrasi Jakarta Timur,0,20000000,2018-12-01
2018-12-01,Penyelamatan,Pengendalian Hewan,Petugas Pemadam,Jl. Raya Panjang (Green Garden),Kedoya Utara,Kebun Jeruk,Kota Administrasi Jakarta Barat,0,0,2018-12-01
2018-12-01,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,Jl. Albaido 1,Lubang Buaya,Cipayung,Kota Administrasi Jakarta Timur,3,50000000,2018-12-01
2018-12-01,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jl. Kali Baru Barat II, Gg 3",Kalibaru,Cilincing,Kota Administrasi Jakarta Utara,0,200000,2018-12-01
2018-12-01,Kebakaran,Bencana Kebakaran,Masyarakat Telepon,"Jembatan Cibubur arah Mall Cibubur Junction, Kel. Harjamukti, Kec. Cimanggis",Depok,Depok,Kota Depok,0,70000000,2018-12-01
